period,mmm_b2c_acq_dma,inbound_call_volume
2020-11-08,BLUEFIELD-BECKLEY-OAK HILL WV,123
2020-11-08,CHARLESTON-HUNTINGTON WV,250
2020-11-08,DALLAS-FT WORTH TX,281
2020-11-08,EUREKA CA,45
2020-11-08,GREENVILLE-NEW BERN-WASH NC,208
2020-11-08,HOUSTON TX,234
2020-11-08,JONESBORO AR,68
2020-11-08,LAKE CHARLES LA,157
2020-11-08,LITTLE ROCK AR,186
2020-11-08,LUBBOCK TX,165
2020-11-08,MONROE-EL DORADO LA-AR,53
2020-11-08,"NEW YORK, NY",7306
2020-11-08,ODESSA-MIDLAND TX,129
2020-11-08,OKLAHOMA CITY OK,129
2020-11-08,PARKERSBURG WV,58
2020-11-08,PHOENIX AZ,257
2020-11-08,RALEIGH-DURHAM NC,92
2020-11-08,SAN ANGELO TX,62
2020-11-08,SHREVEPORT LA,154
2020-11-08,SPRINGFIELD MO,114
2020-11-08,ST JOSEPH MO,49
2020-11-08,TULSA OK,63
2020-11-08,TYLER-LONGVIEW TX,260
2020-11-08,VICTORIA TX,50
2020-11-08,WACO-TEMPLE-BRYAN TX,95
2020-11-15,ABILENE-SWEETWATER TX,138
2020-11-15,ALEXANDRIA LA,96
2020-11-15,AMARILLO TX,176
2020-11-15,AUSTIN TX,120
2020-11-15,All Other Suddenlink DMA Total,397
2020-11-15,BLUEFIELD-BECKLEY-OAK HILL WV,132
2020-11-15,CHARLESTON-HUNTINGTON WV,202
2020-11-15,DALLAS-FT WORTH TX,281
2020-11-15,EUREKA CA,61
2020-11-15,GREENVILLE-NEW BERN-WASH NC,252
2020-11-15,HOUSTON TX,244
2020-11-15,JONESBORO AR,58
2020-11-15,LAKE CHARLES LA,179
2020-11-15,LITTLE ROCK AR,183
2020-11-15,LUBBOCK TX,172
2020-11-15,MONROE-EL DORADO LA-AR,65
2020-11-15,"NEW YORK, NY",7110
2020-11-15,ODESSA-MIDLAND TX,137
2020-11-15,OKLAHOMA CITY OK,130
2020-11-15,PARKERSBURG WV,78
2020-11-15,PHOENIX AZ,305
2020-11-15,RALEIGH-DURHAM NC,85
2020-11-15,SAN ANGELO TX,80
2020-11-15,SHREVEPORT LA,116
2020-11-15,SPRINGFIELD MO,130
2020-11-15,ST JOSEPH MO,55
2020-11-15,TULSA OK,66
2020-11-15,TYLER-LONGVIEW TX,273
2020-11-15,VICTORIA TX,38
2020-11-15,WACO-TEMPLE-BRYAN TX,117
2020-11-22,ABILENE-SWEETWATER TX,78
2020-11-22,ALEXANDRIA LA,79
2020-11-22,AMARILLO TX,165
2020-11-22,AUSTIN TX,92
2020-11-22,All Other Suddenlink DMA Total,327
2020-11-22,BLUEFIELD-BECKLEY-OAK HILL WV,98
2020-11-22,CHARLESTON-HUNTINGTON WV,144
2020-11-22,DALLAS-FT WORTH TX,235
2020-11-22,EUREKA CA,47
2020-11-22,GREENVILLE-NEW BERN-WASH NC,169
2020-11-22,HOUSTON TX,199
2020-11-22,JONESBORO AR,48
2020-11-22,LAKE CHARLES LA,131
2020-11-22,LITTLE ROCK AR,131
2020-11-22,LUBBOCK TX,154
2020-11-22,MONROE-EL DORADO LA-AR,52
2020-11-22,"NEW YORK, NY",6426
2020-11-22,ODESSA-MIDLAND TX,84
2020-11-22,OKLAHOMA CITY OK,88
2020-11-22,PARKERSBURG WV,45
2020-11-22,PHOENIX AZ,199
2020-11-22,RALEIGH-DURHAM NC,62
2020-11-22,SAN ANGELO TX,69
2020-11-22,SHREVEPORT LA,108
2020-11-22,SPRINGFIELD MO,97
2020-11-22,ST JOSEPH MO,32
2020-11-22,TULSA OK,42
2020-11-22,TYLER-LONGVIEW TX,184
2020-11-22,VICTORIA TX,33
2020-11-22,WACO-TEMPLE-BRYAN TX,78
2020-11-29,ABILENE-SWEETWATER TX,92
2020-11-29,ALEXANDRIA LA,95
2020-11-29,AMARILLO TX,128
2020-11-29,AUSTIN TX,93
2020-11-29,All Other Suddenlink DMA Total,377
2020-11-29,BLUEFIELD-BECKLEY-OAK HILL WV,133
2020-11-29,CHARLESTON-HUNTINGTON WV,177
2020-11-29,DALLAS-FT WORTH TX,260
2020-11-29,EUREKA CA,34
2020-11-29,GREENVILLE-NEW BERN-WASH NC,194
2020-11-29,HOUSTON TX,228
2020-11-29,JONESBORO AR,38
2020-11-29,LAKE CHARLES LA,142
2020-11-29,LITTLE ROCK AR,204
2020-11-29,LUBBOCK TX,181
2020-11-29,MONROE-EL DORADO LA-AR,64
2020-11-29,"NEW YORK, NY",7576
2020-11-29,ODESSA-MIDLAND TX,112
2020-11-29,OKLAHOMA CITY OK,137
2020-11-29,PARKERSBURG WV,58
2020-11-29,PHOENIX AZ,226
2020-11-29,RALEIGH-DURHAM NC,85
2020-11-29,SAN ANGELO TX,94
2020-11-29,SHREVEPORT LA,158
2020-11-29,SPRINGFIELD MO,97
2020-11-29,ST JOSEPH MO,40
2020-11-29,TULSA OK,43
2020-11-29,TYLER-LONGVIEW TX,261
2020-11-29,VICTORIA TX,35
2020-11-29,WACO-TEMPLE-BRYAN TX,91
2020-12-06,ABILENE-SWEETWATER TX,95
2020-12-06,ALEXANDRIA LA,124
2020-12-06,AMARILLO TX,119
2020-12-06,AUSTIN TX,105
2020-12-06,All Other Suddenlink DMA Total,352
2020-12-06,BLUEFIELD-BECKLEY-OAK HILL WV,126
2020-12-06,CHARLESTON-HUNTINGTON WV,238
2020-12-06,DALLAS-FT WORTH TX,305
2020-12-06,EUREKA CA,39
2020-12-06,GREENVILLE-NEW BERN-WASH NC,173
2020-12-06,HOUSTON TX,259
2020-12-06,JONESBORO AR,54
2020-12-06,LAKE CHARLES LA,136
2020-12-06,LITTLE ROCK AR,193
2020-12-06,LUBBOCK TX,163
2020-12-06,MONROE-EL DORADO LA-AR,65
2020-12-06,"NEW YORK, NY",7254
2020-12-06,ODESSA-MIDLAND TX,135
2020-12-06,OKLAHOMA CITY OK,112
2020-12-06,PARKERSBURG WV,47
2020-12-06,PHOENIX AZ,239
2020-12-06,RALEIGH-DURHAM NC,92
2020-12-06,SAN ANGELO TX,69
2020-12-06,SHREVEPORT LA,105
2020-12-06,SPRINGFIELD MO,141
2020-12-06,ST JOSEPH MO,56
2020-12-06,TULSA OK,52
2020-12-06,TYLER-LONGVIEW TX,282
2020-12-06,VICTORIA TX,42
2020-12-06,WACO-TEMPLE-BRYAN TX,105
2020-12-13,ABILENE-SWEETWATER TX,92
2020-12-13,ALEXANDRIA LA,109
2020-12-13,AMARILLO TX,165
2020-12-13,AUSTIN TX,96
2020-12-13,All Other Suddenlink DMA Total,408
2020-12-13,BLUEFIELD-BECKLEY-OAK HILL WV,127
2020-12-13,CHARLESTON-HUNTINGTON WV,267
2020-12-13,DALLAS-FT WORTH TX,261
2020-12-13,EUREKA CA,49
2020-12-13,GREENVILLE-NEW BERN-WASH NC,188
2020-12-13,HOUSTON TX,268
2020-12-13,JONESBORO AR,67
2020-12-13,LAKE CHARLES LA,138
2020-12-13,LITTLE ROCK AR,132
2020-12-13,LUBBOCK TX,162
2020-12-13,MONROE-EL DORADO LA-AR,82
2020-12-13,"NEW YORK, NY",6059
2020-12-13,ODESSA-MIDLAND TX,90
2020-12-13,OKLAHOMA CITY OK,153
2020-12-13,PARKERSBURG WV,54
2020-12-13,PHOENIX AZ,249
2020-12-13,RALEIGH-DURHAM NC,94
2020-12-13,SAN ANGELO TX,54
2020-12-13,SHREVEPORT LA,155
2020-12-13,SPRINGFIELD MO,130
2020-12-13,ST JOSEPH MO,49
2020-12-13,TULSA OK,47
2020-12-13,TYLER-LONGVIEW TX,271
2020-12-13,VICTORIA TX,36
2020-12-13,WACO-TEMPLE-BRYAN TX,99
2020-12-20,ABILENE-SWEETWATER TX,78
2020-12-20,ALEXANDRIA LA,80
2020-12-20,AMARILLO TX,110
2020-12-20,AUSTIN TX,85
2020-12-20,All Other Suddenlink DMA Total,290
2020-12-20,BLUEFIELD-BECKLEY-OAK HILL WV,109
2020-12-20,CHARLESTON-HUNTINGTON WV,144
2020-12-20,DALLAS-FT WORTH TX,212
2020-12-20,EUREKA CA,37
2020-12-20,GREENVILLE-NEW BERN-WASH NC,154
2020-12-20,HOUSTON TX,172
2020-12-20,JONESBORO AR,42
2020-12-20,LAKE CHARLES LA,97
2020-12-20,LITTLE ROCK AR,126
2020-12-20,LUBBOCK TX,114
2020-12-20,MONROE-EL DORADO LA-AR,40
2020-12-20,"NEW YORK, NY",4564
2020-12-20,ODESSA-MIDLAND TX,58
2020-12-20,OKLAHOMA CITY OK,101
2020-12-20,PARKERSBURG WV,40
2020-12-20,PHOENIX AZ,211
2020-12-20,RALEIGH-DURHAM NC,56
2020-12-20,SAN ANGELO TX,47
2020-12-20,SHREVEPORT LA,90
2020-12-20,SPRINGFIELD MO,80
2020-12-20,ST JOSEPH MO,44
2020-12-20,TULSA OK,36
2020-12-20,TYLER-LONGVIEW TX,200
2020-12-20,VICTORIA TX,17
2020-12-20,WACO-TEMPLE-BRYAN TX,61
2020-12-27,ABILENE-SWEETWATER TX,115
2020-12-27,ALEXANDRIA LA,100
2020-12-27,AMARILLO TX,163
2020-12-27,AUSTIN TX,108
2020-12-27,All Other Suddenlink DMA Total,401
2020-12-27,BLUEFIELD-BECKLEY-OAK HILL WV,140
2020-12-27,CHARLESTON-HUNTINGTON WV,228
2020-12-27,DALLAS-FT WORTH TX,316
2020-12-27,EUREKA CA,70
2020-12-27,GREENVILLE-NEW BERN-WASH NC,226
2020-12-27,HOUSTON TX,209
2020-12-27,JONESBORO AR,59
2020-12-27,LAKE CHARLES LA,115
2020-12-27,LITTLE ROCK AR,145
2020-12-27,LUBBOCK TX,146
2020-12-27,MONROE-EL DORADO LA-AR,65
2020-12-27,"NEW YORK, NY",5722
2020-12-27,ODESSA-MIDLAND TX,116
2020-12-27,OKLAHOMA CITY OK,124
2020-12-27,PARKERSBURG WV,84
2020-12-27,PHOENIX AZ,242
2020-12-27,RALEIGH-DURHAM NC,88
2020-12-27,SAN ANGELO TX,66
2020-12-27,SHREVEPORT LA,144
2020-12-27,SPRINGFIELD MO,121
2020-12-27,ST JOSEPH MO,48
2020-12-27,TULSA OK,61
2020-12-27,TYLER-LONGVIEW TX,296
2020-12-27,VICTORIA TX,47
2020-12-27,WACO-TEMPLE-BRYAN TX,86
2021-01-03,ABILENE-SWEETWATER TX,144
2021-01-03,ALEXANDRIA LA,119
2021-01-03,AMARILLO TX,189
2021-01-03,AUSTIN TX,87
2021-01-03,All Other Suddenlink DMA Total,481
2021-01-03,BLUEFIELD-BECKLEY-OAK HILL WV,164
2021-01-03,CHARLESTON-HUNTINGTON WV,318
2021-01-03,DALLAS-FT WORTH TX,356
2021-01-03,EUREKA CA,52
2021-01-03,GREENVILLE-NEW BERN-WASH NC,241
2021-01-03,HOUSTON TX,281
2021-01-03,JONESBORO AR,75
2021-01-03,LAKE CHARLES LA,129
2021-01-03,LITTLE ROCK AR,206
2021-01-03,LUBBOCK TX,222
2021-01-03,MONROE-EL DORADO LA-AR,84
2021-01-03,"NEW YORK, NY",7452
2021-01-03,ODESSA-MIDLAND TX,153
2021-01-03,OKLAHOMA CITY OK,157
2021-01-03,PARKERSBURG WV,80
2021-01-03,PHOENIX AZ,308
2021-01-03,RALEIGH-DURHAM NC,113
2021-01-03,SAN ANGELO TX,93
2021-01-03,SHREVEPORT LA,161
2021-01-03,SPRINGFIELD MO,110
2021-01-03,ST JOSEPH MO,44
2021-01-03,TULSA OK,73
2021-01-03,TYLER-LONGVIEW TX,325
2021-01-03,VICTORIA TX,40
2021-01-03,WACO-TEMPLE-BRYAN TX,123
2021-01-10,ABILENE-SWEETWATER TX,94
2021-01-10,ALEXANDRIA LA,96
2021-01-10,AMARILLO TX,154
2021-01-10,AUSTIN TX,69
2021-01-10,All Other Suddenlink DMA Total,374
2021-01-10,BLUEFIELD-BECKLEY-OAK HILL WV,110
2021-01-10,CHARLESTON-HUNTINGTON WV,201
2021-01-10,DALLAS-FT WORTH TX,246
2021-01-10,EUREKA CA,53
2021-01-10,GREENVILLE-NEW BERN-WASH NC,233
2021-01-10,HOUSTON TX,249
2021-01-10,JONESBORO AR,55
2021-01-10,LAKE CHARLES LA,107
2021-01-10,LITTLE ROCK AR,157
2021-01-10,LUBBOCK TX,152
2021-01-10,MONROE-EL DORADO LA-AR,72
2021-01-10,"NEW YORK, NY",6571
2021-01-10,ODESSA-MIDLAND TX,142
2021-01-10,OKLAHOMA CITY OK,138
2021-01-10,PARKERSBURG WV,59
2021-01-10,PHOENIX AZ,252
2021-01-10,RALEIGH-DURHAM NC,83
2021-01-10,SAN ANGELO TX,89
2021-01-10,SHREVEPORT LA,143
2021-01-10,SPRINGFIELD MO,102
2021-01-10,ST JOSEPH MO,32
2021-01-10,TULSA OK,60
2021-01-10,TYLER-LONGVIEW TX,301
2021-01-10,VICTORIA TX,48
2021-01-10,WACO-TEMPLE-BRYAN TX,113
2021-01-17,ABILENE-SWEETWATER TX,56
2021-01-17,ALEXANDRIA LA,54
2021-01-17,AMARILLO TX,79
2021-01-17,AUSTIN TX,40
2021-01-17,All Other Suddenlink DMA Total,189
2021-01-17,BLUEFIELD-BECKLEY-OAK HILL WV,63
2021-01-17,CHARLESTON-HUNTINGTON WV,123
2021-01-17,DALLAS-FT WORTH TX,157
2021-01-17,EUREKA CA,33
2021-01-17,GREENVILLE-NEW BERN-WASH NC,95
2021-01-17,HOUSTON TX,153
2021-01-17,JONESBORO AR,39
2021-01-17,LAKE CHARLES LA,69
2021-01-17,LITTLE ROCK AR,87
2021-01-17,LUBBOCK TX,95
2021-01-17,MONROE-EL DORADO LA-AR,27
2021-01-17,"NEW YORK, NY",6388
2021-01-17,ODESSA-MIDLAND TX,83
2021-01-17,OKLAHOMA CITY OK,72
2021-01-17,PARKERSBURG WV,32
2021-01-17,PHOENIX AZ,159
2021-01-17,RALEIGH-DURHAM NC,29
2021-01-17,SAN ANGELO TX,33
2021-01-17,SHREVEPORT LA,72
2021-01-17,SPRINGFIELD MO,53
2021-01-17,ST JOSEPH MO,22
2021-01-17,TULSA OK,24
2021-01-17,TYLER-LONGVIEW TX,180
2021-01-17,VICTORIA TX,22
2021-01-17,WACO-TEMPLE-BRYAN TX,60
2021-01-24,ABILENE-SWEETWATER TX,22
2021-01-24,ALEXANDRIA LA,23
2021-01-24,AMARILLO TX,29
2021-01-24,AUSTIN TX,8
2021-01-24,All Other Suddenlink DMA Total,91
2021-01-24,BLUEFIELD-BECKLEY-OAK HILL WV,29
2021-01-24,CHARLESTON-HUNTINGTON WV,51
2021-01-24,DALLAS-FT WORTH TX,29
2021-01-24,EUREKA CA,16
2021-01-24,GREENVILLE-NEW BERN-WASH NC,45
2021-01-24,HOUSTON TX,46
2021-01-24,JONESBORO AR,20
2021-01-24,LAKE CHARLES LA,34
2021-01-24,LITTLE ROCK AR,33
2021-01-24,LUBBOCK TX,23
2021-01-24,MONROE-EL DORADO LA-AR,12
2021-01-24,"NEW YORK, NY",6416
2021-01-24,ODESSA-MIDLAND TX,24
2021-01-24,OKLAHOMA CITY OK,19
2021-01-24,PARKERSBURG WV,12
2021-01-24,PHOENIX AZ,30
2021-01-24,RALEIGH-DURHAM NC,15
2021-01-24,SAN ANGELO TX,17
2021-01-24,SHREVEPORT LA,29
2021-01-24,SPRINGFIELD MO,20
2021-01-24,ST JOSEPH MO,10
2021-01-24,TULSA OK,7
2021-01-24,TYLER-LONGVIEW TX,44
2021-01-24,VICTORIA TX,14
2021-01-24,WACO-TEMPLE-BRYAN TX,34
2021-01-31,ABILENE-SWEETWATER TX,38
2021-01-31,ALEXANDRIA LA,66
2021-01-31,AMARILLO TX,82
2021-01-31,AUSTIN TX,37
2021-01-31,All Other Suddenlink DMA Total,123
2021-01-31,BLUEFIELD-BECKLEY-OAK HILL WV,53
2021-01-31,CHARLESTON-HUNTINGTON WV,77
2021-01-31,DALLAS-FT WORTH TX,85
2021-01-31,EUREKA CA,21
2021-01-31,GREENVILLE-NEW BERN-WASH NC,95
2021-01-31,HOUSTON TX,112
2021-01-31,JONESBORO AR,28
2021-01-31,LAKE CHARLES LA,61
2021-01-31,LITTLE ROCK AR,60
2021-01-31,LUBBOCK TX,69
2021-01-31,MONROE-EL DORADO LA-AR,15
2021-01-31,"NEW YORK, NY",5770
2021-01-31,ODESSA-MIDLAND TX,51
2021-01-31,OKLAHOMA CITY OK,42
2021-01-31,PARKERSBURG WV,22
2021-01-31,PHOENIX AZ,84
2021-01-31,RALEIGH-DURHAM NC,30
2021-01-31,SAN ANGELO TX,37
2021-01-31,SHREVEPORT LA,52
2021-01-31,SPRINGFIELD MO,56
2021-01-31,ST JOSEPH MO,24
2021-01-31,TULSA OK,18
2021-01-31,TYLER-LONGVIEW TX,111
2021-01-31,VICTORIA TX,11
2021-01-31,WACO-TEMPLE-BRYAN TX,35
2021-02-07,ABILENE-SWEETWATER TX,66
2021-02-07,ALEXANDRIA LA,80
2021-02-07,AMARILLO TX,76
2021-02-07,AUSTIN TX,48
2021-02-07,All Other Suddenlink DMA Total,200
2021-02-07,BLUEFIELD-BECKLEY-OAK HILL WV,93
2021-02-07,CHARLESTON-HUNTINGTON WV,111
2021-02-07,DALLAS-FT WORTH TX,155
2021-02-07,EUREKA CA,39
2021-02-07,GREENVILLE-NEW BERN-WASH NC,155
2021-02-07,HOUSTON TX,113
2021-02-07,JONESBORO AR,34
2021-02-07,LAKE CHARLES LA,83
2021-02-07,LITTLE ROCK AR,134
2021-02-07,LUBBOCK TX,90
2021-02-07,MONROE-EL DORADO LA-AR,20
2021-02-07,"NEW YORK, NY",5705
2021-02-07,ODESSA-MIDLAND TX,66
2021-02-07,OKLAHOMA CITY OK,75
2021-02-07,PARKERSBURG WV,49
2021-02-07,PHOENIX AZ,126
2021-02-07,RALEIGH-DURHAM NC,51
2021-02-07,SAN ANGELO TX,48
2021-02-07,SHREVEPORT LA,75
2021-02-07,SPRINGFIELD MO,62
2021-02-07,ST JOSEPH MO,34
2021-02-07,TULSA OK,22
2021-02-07,TYLER-LONGVIEW TX,155
2021-02-07,VICTORIA TX,23
2021-02-07,WACO-TEMPLE-BRYAN TX,49
2021-02-14,ABILENE-SWEETWATER TX,37
2021-02-14,ALEXANDRIA LA,35
2021-02-14,AMARILLO TX,67
2021-02-14,AUSTIN TX,40
2021-02-14,All Other Suddenlink DMA Total,176
2021-02-14,BLUEFIELD-BECKLEY-OAK HILL WV,58
2021-02-14,CHARLESTON-HUNTINGTON WV,144
2021-02-14,DALLAS-FT WORTH TX,91
2021-02-14,EUREKA CA,48
2021-02-14,GREENVILLE-NEW BERN-WASH NC,110
2021-02-14,HOUSTON TX,78
2021-02-14,JONESBORO AR,24
2021-02-14,LAKE CHARLES LA,63
2021-02-14,LITTLE ROCK AR,77
2021-02-14,LUBBOCK TX,94
2021-02-14,MONROE-EL DORADO LA-AR,25
2021-02-14,"NEW YORK, NY",5529
2021-02-14,ODESSA-MIDLAND TX,53
2021-02-14,OKLAHOMA CITY OK,34
2021-02-14,PARKERSBURG WV,50
2021-02-14,PHOENIX AZ,107
2021-02-14,RALEIGH-DURHAM NC,47
2021-02-14,SAN ANGELO TX,33
2021-02-14,SHREVEPORT LA,48
2021-02-14,SPRINGFIELD MO,61
2021-02-14,ST JOSEPH MO,33
2021-02-14,TULSA OK,23
2021-02-14,TYLER-LONGVIEW TX,78
2021-02-14,VICTORIA TX,23
2021-02-14,WACO-TEMPLE-BRYAN TX,50
2021-02-21,ABILENE-SWEETWATER TX,60
2021-02-21,ALEXANDRIA LA,71
2021-02-21,AMARILLO TX,90
2021-02-21,AUSTIN TX,75
2021-02-21,All Other Suddenlink DMA Total,195
2021-02-21,BLUEFIELD-BECKLEY-OAK HILL WV,88
2021-02-21,CHARLESTON-HUNTINGTON WV,137
2021-02-21,DALLAS-FT WORTH TX,177
2021-02-21,EUREKA CA,25
2021-02-21,GREENVILLE-NEW BERN-WASH NC,129
2021-02-21,HOUSTON TX,114
2021-02-21,JONESBORO AR,36
2021-02-21,LAKE CHARLES LA,59
2021-02-21,LITTLE ROCK AR,113
2021-02-21,LUBBOCK TX,98
2021-02-21,MONROE-EL DORADO LA-AR,44
2021-02-21,"NEW YORK, NY",6177
2021-02-21,ODESSA-MIDLAND TX,90
2021-02-21,OKLAHOMA CITY OK,66
2021-02-21,PARKERSBURG WV,32
2021-02-21,PHOENIX AZ,140
2021-02-21,RALEIGH-DURHAM NC,56
2021-02-21,SAN ANGELO TX,38
2021-02-21,SHREVEPORT LA,102
2021-02-21,SPRINGFIELD MO,49
2021-02-21,ST JOSEPH MO,32
2021-02-21,TULSA OK,18
2021-02-21,TYLER-LONGVIEW TX,157
2021-02-21,VICTORIA TX,23
2021-02-21,WACO-TEMPLE-BRYAN TX,62
2021-02-28,ABILENE-SWEETWATER TX,62
2021-02-28,ALEXANDRIA LA,75
2021-02-28,AMARILLO TX,123
2021-02-28,AUSTIN TX,74
2021-02-28,All Other Suddenlink DMA Total,216
2021-02-28,BLUEFIELD-BECKLEY-OAK HILL WV,64
2021-02-28,CHARLESTON-HUNTINGTON WV,128
2021-02-28,DALLAS-FT WORTH TX,160
2021-02-28,EUREKA CA,35
2021-02-28,GREENVILLE-NEW BERN-WASH NC,135
2021-02-28,HOUSTON TX,160
2021-02-28,JONESBORO AR,46
2021-02-28,LAKE CHARLES LA,66
2021-02-28,LITTLE ROCK AR,95
2021-02-28,LUBBOCK TX,115
2021-02-28,MONROE-EL DORADO LA-AR,42
2021-02-28,"NEW YORK, NY",6148
2021-02-28,ODESSA-MIDLAND TX,90
2021-02-28,OKLAHOMA CITY OK,65
2021-02-28,PARKERSBURG WV,30
2021-02-28,PHOENIX AZ,166
2021-02-28,RALEIGH-DURHAM NC,57
2021-02-28,SAN ANGELO TX,46
2021-02-28,SHREVEPORT LA,92
2021-02-28,SPRINGFIELD MO,70
2021-02-28,ST JOSEPH MO,55
2021-02-28,TULSA OK,34
2021-02-28,TYLER-LONGVIEW TX,152
2021-02-28,VICTORIA TX,34
2021-02-28,WACO-TEMPLE-BRYAN TX,71
2021-03-07,ABILENE-SWEETWATER TX,56
2021-03-07,ALEXANDRIA LA,88
2021-03-07,AMARILLO TX,107
2021-03-07,AUSTIN TX,79
2021-03-07,All Other Suddenlink DMA Total,244
2021-03-07,BLUEFIELD-BECKLEY-OAK HILL WV,90
2021-03-07,CHARLESTON-HUNTINGTON WV,119
2021-03-07,DALLAS-FT WORTH TX,166
2021-03-07,EUREKA CA,25
2021-03-07,GREENVILLE-NEW BERN-WASH NC,153
2021-03-07,HOUSTON TX,154
2021-03-07,JONESBORO AR,34
2021-03-07,LAKE CHARLES LA,77
2021-03-07,LITTLE ROCK AR,126
2021-03-07,LUBBOCK TX,122
2021-03-07,MONROE-EL DORADO LA-AR,51
2021-03-07,"NEW YORK, NY",5503
2021-03-07,ODESSA-MIDLAND TX,91
2021-03-07,OKLAHOMA CITY OK,92
2021-03-07,PARKERSBURG WV,47
2021-03-07,PHOENIX AZ,152
2021-03-07,RALEIGH-DURHAM NC,82
2021-03-07,SAN ANGELO TX,71
2021-03-07,SHREVEPORT LA,77
2021-03-07,SPRINGFIELD MO,63
2021-03-07,ST JOSEPH MO,48
2021-03-07,TULSA OK,30
2021-03-07,TYLER-LONGVIEW TX,188
2021-03-07,VICTORIA TX,26
2021-03-07,WACO-TEMPLE-BRYAN TX,80
2021-03-14,ABILENE-SWEETWATER TX,114
2021-03-14,ALEXANDRIA LA,102
2021-03-14,AMARILLO TX,165
2021-03-14,AUSTIN TX,78
2021-03-14,All Other Suddenlink DMA Total,301
2021-03-14,BLUEFIELD-BECKLEY-OAK HILL WV,128
2021-03-14,CHARLESTON-HUNTINGTON WV,202
2021-03-14,DALLAS-FT WORTH TX,214
2021-03-14,EUREKA CA,31
2021-03-14,GREENVILLE-NEW BERN-WASH NC,231
2021-03-14,HOUSTON TX,216
2021-03-14,JONESBORO AR,74
2021-03-14,LAKE CHARLES LA,125
2021-03-14,LITTLE ROCK AR,138
2021-03-14,LUBBOCK TX,172
2021-03-14,MONROE-EL DORADO LA-AR,59
2021-03-14,"NEW YORK, NY",5598
2021-03-14,ODESSA-MIDLAND TX,141
2021-03-14,OKLAHOMA CITY OK,101
2021-03-14,PARKERSBURG WV,50
2021-03-14,PHOENIX AZ,134
2021-03-14,RALEIGH-DURHAM NC,60
2021-03-14,SAN ANGELO TX,60
2021-03-14,SHREVEPORT LA,137
2021-03-14,SPRINGFIELD MO,98
2021-03-14,ST JOSEPH MO,53
2021-03-14,TULSA OK,31
2021-03-14,TYLER-LONGVIEW TX,267
2021-03-14,VICTORIA TX,52
2021-03-14,WACO-TEMPLE-BRYAN TX,104
2021-03-21,ABILENE-SWEETWATER TX,77
2021-03-21,ALEXANDRIA LA,100
2021-03-21,AMARILLO TX,116
2021-03-21,AUSTIN TX,83
2021-03-21,All Other Suddenlink DMA Total,259
2021-03-21,BLUEFIELD-BECKLEY-OAK HILL WV,77
2021-03-21,CHARLESTON-HUNTINGTON WV,147
2021-03-21,DALLAS-FT WORTH TX,225
2021-03-21,EUREKA CA,35
2021-03-21,GREENVILLE-NEW BERN-WASH NC,164
2021-03-21,HOUSTON TX,205
2021-03-21,JONESBORO AR,57
2021-03-21,LAKE CHARLES LA,86
2021-03-21,LITTLE ROCK AR,122
2021-03-21,LUBBOCK TX,131
2021-03-21,MONROE-EL DORADO LA-AR,44
2021-03-21,"NEW YORK, NY",4832
2021-03-21,ODESSA-MIDLAND TX,113
2021-03-21,OKLAHOMA CITY OK,95
2021-03-21,PARKERSBURG WV,38
2021-03-21,PHOENIX AZ,158
2021-03-21,RALEIGH-DURHAM NC,66
2021-03-21,SAN ANGELO TX,61
2021-03-21,SHREVEPORT LA,105
2021-03-21,SPRINGFIELD MO,99
2021-03-21,ST JOSEPH MO,36
2021-03-21,TULSA OK,52
2021-03-21,TYLER-LONGVIEW TX,241
2021-03-21,VICTORIA TX,30
2021-03-21,WACO-TEMPLE-BRYAN TX,72
2021-03-28,ABILENE-SWEETWATER TX,69
2021-03-28,ALEXANDRIA LA,75
2021-03-28,AMARILLO TX,94
2021-03-28,AUSTIN TX,79
2021-03-28,All Other Suddenlink DMA Total,251
2021-03-28,BLUEFIELD-BECKLEY-OAK HILL WV,81
2021-03-28,CHARLESTON-HUNTINGTON WV,173
2021-03-28,DALLAS-FT WORTH TX,209
2021-03-28,EUREKA CA,38
2021-03-28,GREENVILLE-NEW BERN-WASH NC,161
2021-03-28,HOUSTON TX,170
2021-03-28,JONESBORO AR,29
2021-03-28,LAKE CHARLES LA,77
2021-03-28,LITTLE ROCK AR,151
2021-03-28,LUBBOCK TX,166
2021-03-28,MONROE-EL DORADO LA-AR,46
2021-03-28,"NEW YORK, NY",5595
2021-03-28,ODESSA-MIDLAND TX,94
2021-03-28,OKLAHOMA CITY OK,64
2021-03-28,PARKERSBURG WV,38
2021-03-28,PHOENIX AZ,164
2021-03-28,RALEIGH-DURHAM NC,48
2021-03-28,SAN ANGELO TX,48
2021-03-28,SHREVEPORT LA,101
2021-03-28,SPRINGFIELD MO,84
2021-03-28,ST JOSEPH MO,45
2021-03-28,TULSA OK,46
2021-03-28,TYLER-LONGVIEW TX,174
2021-03-28,VICTORIA TX,47
2021-03-28,WACO-TEMPLE-BRYAN TX,62
2021-04-04,ABILENE-SWEETWATER TX,87
2021-04-04,ALEXANDRIA LA,102
2021-04-04,AMARILLO TX,101
2021-04-04,AUSTIN TX,77
2021-04-04,All Other Suddenlink DMA Total,257
2021-04-04,BLUEFIELD-BECKLEY-OAK HILL WV,97
2021-04-04,CHARLESTON-HUNTINGTON WV,139
2021-04-04,DALLAS-FT WORTH TX,188
2021-04-04,EUREKA CA,28
