period,mmm_b2c_acq_dma,unique_pageviews,users
2021-09-05,LITTLE ROCK AR,1242.0,1117.0
2021-09-05,LUBBOCK TX,894.0,814.0
2021-09-05,MONROE-EL DORADO LA-AR,408.0,366.0
2021-09-05,"NEW YORK, NY",22314.0,20151.0
2021-09-05,ODESSA-MIDLAND TX,562.0,515.0
2021-09-05,OKLAHOMA CITY OK,705.0,644.0
2021-09-05,PARKERSBURG WV,407.0,366.0
2021-09-05,PHOENIX AZ,1274.0,1153.0
2021-09-05,RALEIGH-DURHAM NC,396.0,358.0
2021-09-05,SAN ANGELO TX,354.0,318.0
2021-09-05,SHREVEPORT LA,819.0,726.0
2021-09-05,SPRINGFIELD MO,819.0,730.0
2021-09-05,ST JOSEPH MO,236.0,220.0
2021-09-05,TULSA OK,274.0,243.0
2021-09-05,TYLER-LONGVIEW TX,1753.0,1590.0
2021-09-05,VICTORIA TX,248.0,219.0
2021-09-05,WACO-TEMPLE-BRYAN TX,889.0,794.0
2021-09-12,ABILENE-SWEETWATER TX,573.0,505.0
2021-09-12,ALEXANDRIA LA,690.0,632.0
2021-09-12,AMARILLO TX,807.0,715.0
2021-09-12,AUSTIN TX,1369.0,1215.0
2021-09-12,All Other Suddenlink DMA Total,2734.0,2407.0
2021-09-12,BLUEFIELD-BECKLEY-OAK HILL WV,792.0,717.0
2021-09-12,CHARLESTON-HUNTINGTON WV,1523.0,1353.0
2021-09-12,DALLAS-FT WORTH TX,2703.0,2433.0
2021-09-12,EUREKA CA,354.0,319.0
2021-09-12,GREENVILLE-NEW BERN-WASH NC,1278.0,1162.0
2021-09-12,HOUSTON TX,2179.0,1927.0
2021-09-12,JONESBORO AR,368.0,337.0
2021-09-12,LAKE CHARLES LA,495.0,455.0
2021-09-12,LITTLE ROCK AR,1310.0,1189.0
2021-09-12,LUBBOCK TX,996.0,911.0
2021-09-12,MONROE-EL DORADO LA-AR,417.0,377.0
2021-09-12,"NEW YORK, NY",26710.0,23948.0
2021-09-12,ODESSA-MIDLAND TX,633.0,569.0
2021-09-12,OKLAHOMA CITY OK,829.0,739.0
2021-09-12,PARKERSBURG WV,414.0,376.0
2021-09-12,PHOENIX AZ,1348.0,1203.0
2021-09-12,RALEIGH-DURHAM NC,448.0,406.0
2021-09-12,SAN ANGELO TX,381.0,340.0
2021-09-12,SHREVEPORT LA,897.0,810.0
2021-09-12,SPRINGFIELD MO,915.0,795.0
2021-09-12,ST JOSEPH MO,226.0,216.0
2021-09-12,TULSA OK,301.0,270.0
2021-09-12,TYLER-LONGVIEW TX,1941.0,1743.0
2021-09-12,VICTORIA TX,283.0,261.0
2021-09-12,WACO-TEMPLE-BRYAN TX,861.0,788.0
2021-09-19,ABILENE-SWEETWATER TX,616.0,550.0
2021-09-19,ALEXANDRIA LA,647.0,592.0
2021-09-19,AMARILLO TX,772.0,688.0
2021-09-19,AUSTIN TX,1362.0,1235.0
2021-09-19,All Other Suddenlink DMA Total,2589.0,2308.0
2021-09-19,BLUEFIELD-BECKLEY-OAK HILL WV,768.0,682.0
2021-09-19,CHARLESTON-HUNTINGTON WV,1415.0,1292.0
2021-09-19,DALLAS-FT WORTH TX,2706.0,2421.0
2021-09-19,EUREKA CA,349.0,321.0
2021-09-19,GREENVILLE-NEW BERN-WASH NC,1267.0,1158.0
2021-09-19,HOUSTON TX,2061.0,1855.0
2021-09-19,JONESBORO AR,351.0,326.0
2021-09-19,LAKE CHARLES LA,528.0,478.0
2021-09-19,LITTLE ROCK AR,1317.0,1182.0
2021-09-19,LUBBOCK TX,939.0,847.0
2021-09-19,MONROE-EL DORADO LA-AR,391.0,349.0
2021-09-19,"NEW YORK, NY",25935.0,23181.0
2021-09-19,ODESSA-MIDLAND TX,652.0,581.0
2021-09-19,OKLAHOMA CITY OK,765.0,693.0
2021-09-19,PARKERSBURG WV,444.0,401.0
2021-09-19,PHOENIX AZ,1316.0,1196.0
2021-09-19,RALEIGH-DURHAM NC,410.0,363.0
2021-09-19,SAN ANGELO TX,386.0,356.0
2021-09-19,SHREVEPORT LA,917.0,821.0
2021-09-19,SPRINGFIELD MO,868.0,782.0
2021-09-19,ST JOSEPH MO,249.0,223.0
2021-09-19,TULSA OK,287.0,264.0
2021-09-19,TYLER-LONGVIEW TX,1961.0,1784.0
2021-09-19,VICTORIA TX,251.0,227.0
2021-09-19,WACO-TEMPLE-BRYAN TX,798.0,721.0
2021-09-26,ABILENE-SWEETWATER TX,414.0,365.0
2021-09-26,ALEXANDRIA LA,388.0,350.0
2021-09-26,AMARILLO TX,488.0,437.0
2021-09-26,AUSTIN TX,871.0,773.0
2021-09-26,All Other Suddenlink DMA Total,1628.0,1444.0
2021-09-26,BLUEFIELD-BECKLEY-OAK HILL WV,460.0,412.0
2021-09-26,CHARLESTON-HUNTINGTON WV,861.0,756.0
2021-09-26,DALLAS-FT WORTH TX,1678.0,1501.0
2021-09-26,EUREKA CA,231.0,207.0
2021-09-26,GREENVILLE-NEW BERN-WASH NC,736.0,674.0
2021-09-26,HOUSTON TX,1186.0,1080.0
2021-09-26,JONESBORO AR,221.0,197.0
2021-09-26,LAKE CHARLES LA,357.0,330.0
2021-09-26,LITTLE ROCK AR,809.0,719.0
2021-09-26,LUBBOCK TX,609.0,555.0
2021-09-26,MONROE-EL DORADO LA-AR,215.0,200.0
2021-09-26,"NEW YORK, NY",15694.0,14056.0
2021-09-26,ODESSA-MIDLAND TX,375.0,345.0
2021-09-26,OKLAHOMA CITY OK,464.0,423.0
2021-09-26,PARKERSBURG WV,310.0,271.0
2021-09-26,PHOENIX AZ,840.0,754.0
2021-09-26,RALEIGH-DURHAM NC,249.0,227.0
2021-09-26,SAN ANGELO TX,247.0,228.0
2021-09-26,SHREVEPORT LA,463.0,430.0
2021-09-26,SPRINGFIELD MO,559.0,493.0
2021-09-26,ST JOSEPH MO,163.0,154.0
2021-09-26,TULSA OK,174.0,157.0
2021-09-26,TYLER-LONGVIEW TX,1073.0,963.0
2021-09-26,VICTORIA TX,130.0,121.0
2021-09-26,WACO-TEMPLE-BRYAN TX,438.0,400.0
