period,mmm_b2c_acq_dma,gross_add_tot,gross_add_true
2020-11-22,ODESSA-MIDLAND TX,223,178
2020-11-22,OKLAHOMA CITY OK,231,196
2020-11-22,PARKERSBURG WV,94,75
2020-11-22,PHOENIX AZ,509,457
2020-11-22,RALEIGH-DURHAM NC,121,98
2020-11-22,SAN ANGELO TX,230,187
2020-11-22,SHREVEPORT LA,232,191
2020-11-22,SPRINGFIELD MO,242,206
2020-11-22,ST JOSEPH MO,89,68
2020-11-22,TULSA OK,86,73
2020-11-22,TYLER-LONGVIEW TX,468,379
2020-11-22,VICTORIA TX,106,79
2020-11-22,WACO-TEMPLE-BRYAN TX,335,292
2020-11-29,ABILENE-SWEETWATER TX,339,244
2020-11-29,ALEXANDRIA LA,249,209
2020-11-29,AMARILLO TX,440,342
2020-11-29,AUSTIN TX,302,266
2020-11-29,All Other Suddenlink DMA Total,653,561
2020-11-29,BLUEFIELD-BECKLEY-OAK HILL WV,275,222
2020-11-29,CHARLESTON-HUNTINGTON WV,512,409
2020-11-29,DALLAS-FT WORTH TX,541,472
2020-11-29,EUREKA CA,192,152
2020-11-29,GREENVILLE-NEW BERN-WASH NC,453,341
2020-11-29,HOUSTON TX,621,533
2020-11-29,JONESBORO AR,198,154
2020-11-29,LAKE CHARLES LA,547,429
2020-11-29,LITTLE ROCK AR,366,281
2020-11-29,LUBBOCK TX,449,347
2020-11-29,MONROE-EL DORADO LA-AR,121,102
2020-11-29,ODESSA-MIDLAND TX,304,245
2020-11-29,OKLAHOMA CITY OK,320,254
2020-11-29,PARKERSBURG WV,123,97
2020-11-29,PHOENIX AZ,603,511
2020-11-29,RALEIGH-DURHAM NC,152,134
2020-11-29,SAN ANGELO TX,229,175
2020-11-29,SHREVEPORT LA,296,232
2020-11-29,SPRINGFIELD MO,237,201
2020-11-29,ST JOSEPH MO,116,77
2020-11-29,TULSA OK,110,90
2020-11-29,TYLER-LONGVIEW TX,620,471
2020-11-29,VICTORIA TX,116,81
2020-11-29,WACO-TEMPLE-BRYAN TX,298,225
2020-12-06,ABILENE-SWEETWATER TX,270,197
2020-12-06,ALEXANDRIA LA,249,202
2020-12-06,AMARILLO TX,430,326
2020-12-06,AUSTIN TX,371,344
2020-12-06,All Other Suddenlink DMA Total,649,578
2020-12-06,BLUEFIELD-BECKLEY-OAK HILL WV,225,192
2020-12-06,CHARLESTON-HUNTINGTON WV,498,397
2020-12-06,DALLAS-FT WORTH TX,503,459
2020-12-06,EUREKA CA,144,114
2020-12-06,GREENVILLE-NEW BERN-WASH NC,445,348
2020-12-06,HOUSTON TX,558,488
2020-12-06,JONESBORO AR,158,120
2020-12-06,LAKE CHARLES LA,418,320
2020-12-06,LITTLE ROCK AR,388,319
2020-12-06,LUBBOCK TX,420,339
2020-12-06,MONROE-EL DORADO LA-AR,117,93
2020-12-06,ODESSA-MIDLAND TX,230,184
2020-12-06,OKLAHOMA CITY OK,357,279
2020-12-06,PARKERSBURG WV,112,82
2020-12-06,PHOENIX AZ,558,499
2020-12-06,RALEIGH-DURHAM NC,134,113
2020-12-06,SAN ANGELO TX,199,136
2020-12-06,SHREVEPORT LA,330,279
2020-12-06,SPRINGFIELD MO,236,206
2020-12-06,ST JOSEPH MO,118,98
2020-12-06,TULSA OK,120,104
2020-12-06,TYLER-LONGVIEW TX,619,498
2020-12-06,VICTORIA TX,121,86
2020-12-06,WACO-TEMPLE-BRYAN TX,304,239
2020-12-13,ABILENE-SWEETWATER TX,359,273
2020-12-13,ALEXANDRIA LA,207,171
2020-12-13,AMARILLO TX,415,329
2020-12-13,AUSTIN TX,347,316
2020-12-13,All Other Suddenlink DMA Total,692,614
2020-12-13,BLUEFIELD-BECKLEY-OAK HILL WV,198,160
2020-12-13,CHARLESTON-HUNTINGTON WV,538,440
2020-12-13,DALLAS-FT WORTH TX,498,448
2020-12-13,EUREKA CA,183,154
2020-12-13,GREENVILLE-NEW BERN-WASH NC,434,342
2020-12-13,HOUSTON TX,616,542
2020-12-13,JONESBORO AR,175,136
2020-12-13,LAKE CHARLES LA,341,264
2020-12-13,LITTLE ROCK AR,332,287
2020-12-13,LUBBOCK TX,526,433
2020-12-13,MONROE-EL DORADO LA-AR,124,110
2020-12-13,ODESSA-MIDLAND TX,251,204
2020-12-13,OKLAHOMA CITY OK,271,220
2020-12-13,PARKERSBURG WV,128,94
2020-12-13,PHOENIX AZ,570,500
2020-12-13,RALEIGH-DURHAM NC,129,110
2020-12-13,SAN ANGELO TX,276,214
2020-12-13,SHREVEPORT LA,324,275
2020-12-13,SPRINGFIELD MO,252,222
2020-12-13,ST JOSEPH MO,114,93
2020-12-13,TULSA OK,161,143
2020-12-13,TYLER-LONGVIEW TX,644,532
2020-12-13,VICTORIA TX,106,78
2020-12-13,WACO-TEMPLE-BRYAN TX,400,353
2020-12-20,ABILENE-SWEETWATER TX,213,162
2020-12-20,ALEXANDRIA LA,146,119
2020-12-20,AMARILLO TX,298,227
2020-12-20,AUSTIN TX,264,240
2020-12-20,All Other Suddenlink DMA Total,489,448
2020-12-20,BLUEFIELD-BECKLEY-OAK HILL WV,185,159
2020-12-20,CHARLESTON-HUNTINGTON WV,346,271
2020-12-20,DALLAS-FT WORTH TX,418,377
2020-12-20,EUREKA CA,103,88
2020-12-20,GREENVILLE-NEW BERN-WASH NC,376,302
2020-12-20,HOUSTON TX,424,364
2020-12-20,JONESBORO AR,142,117
2020-12-20,LAKE CHARLES LA,203,157
2020-12-20,LITTLE ROCK AR,256,214
2020-12-20,LUBBOCK TX,292,232
2020-12-20,MONROE-EL DORADO LA-AR,72,63
2020-12-20,ODESSA-MIDLAND TX,174,137
2020-12-20,OKLAHOMA CITY OK,183,153
2020-12-20,PARKERSBURG WV,80,63
2020-12-20,PHOENIX AZ,366,319
2020-12-20,RALEIGH-DURHAM NC,124,101
2020-12-20,SAN ANGELO TX,140,93
2020-12-20,SHREVEPORT LA,241,209
2020-12-20,SPRINGFIELD MO,190,167
2020-12-20,ST JOSEPH MO,86,71
2020-12-20,TULSA OK,91,79
2020-12-20,TYLER-LONGVIEW TX,486,394
2020-12-20,VICTORIA TX,122,81
2020-12-20,WACO-TEMPLE-BRYAN TX,205,160
2020-12-27,ABILENE-SWEETWATER TX,203,150
2020-12-27,ALEXANDRIA LA,180,150
2020-12-27,AMARILLO TX,386,299
2020-12-27,AUSTIN TX,309,280
2020-12-27,All Other Suddenlink DMA Total,552,503
2020-12-27,BLUEFIELD-BECKLEY-OAK HILL WV,198,168
2020-12-27,CHARLESTON-HUNTINGTON WV,460,375
2020-12-27,DALLAS-FT WORTH TX,446,393
2020-12-27,EUREKA CA,112,89
2020-12-27,GREENVILLE-NEW BERN-WASH NC,393,322
2020-12-27,HOUSTON TX,512,450
2020-12-27,JONESBORO AR,161,112
2020-12-27,LAKE CHARLES LA,248,189
2020-12-27,LITTLE ROCK AR,298,245
2020-12-27,LUBBOCK TX,379,285
2020-12-27,MONROE-EL DORADO LA-AR,118,99
2020-12-27,ODESSA-MIDLAND TX,215,173
2020-12-27,OKLAHOMA CITY OK,251,195
2020-12-27,PARKERSBURG WV,106,86
2020-12-27,PHOENIX AZ,505,442
2020-12-27,RALEIGH-DURHAM NC,157,134
2020-12-27,SAN ANGELO TX,180,136
2020-12-27,SHREVEPORT LA,228,194
2020-12-27,SPRINGFIELD MO,211,189
2020-12-27,ST JOSEPH MO,92,74
2020-12-27,TULSA OK,126,116
2020-12-27,TYLER-LONGVIEW TX,558,452
2020-12-27,VICTORIA TX,97,71
2020-12-27,WACO-TEMPLE-BRYAN TX,332,259
2021-01-03,ABILENE-SWEETWATER TX,315,243
2021-01-03,ALEXANDRIA LA,226,189
2021-01-03,AMARILLO TX,412,294
2021-01-03,AUSTIN TX,345,320
2021-01-03,All Other Suddenlink DMA Total,662,595
2021-01-03,BLUEFIELD-BECKLEY-OAK HILL WV,231,191
2021-01-03,CHARLESTON-HUNTINGTON WV,672,547
2021-01-03,DALLAS-FT WORTH TX,520,448
2021-01-03,EUREKA CA,140,107
2021-01-03,GREENVILLE-NEW BERN-WASH NC,445,383
2021-01-03,HOUSTON TX,553,483
2021-01-03,JONESBORO AR,193,158
2021-01-03,LAKE CHARLES LA,282,237
2021-01-03,LITTLE ROCK AR,360,295
2021-01-03,LUBBOCK TX,482,370
2021-01-03,MONROE-EL DORADO LA-AR,135,116
2021-01-03,ODESSA-MIDLAND TX,283,226
2021-01-03,OKLAHOMA CITY OK,341,275
2021-01-03,PARKERSBURG WV,102,88
2021-01-03,PHOENIX AZ,614,542
2021-01-03,RALEIGH-DURHAM NC,159,136
2021-01-03,SAN ANGELO TX,246,198
2021-01-03,SHREVEPORT LA,314,269
2021-01-03,SPRINGFIELD MO,242,217
2021-01-03,ST JOSEPH MO,133,102
2021-01-03,TULSA OK,140,120
2021-01-03,TYLER-LONGVIEW TX,767,655
2021-01-03,VICTORIA TX,136,105
2021-01-03,WACO-TEMPLE-BRYAN TX,372,304
2021-01-10,ABILENE-SWEETWATER TX,266,203
2021-01-10,ALEXANDRIA LA,240,206
2021-01-10,AMARILLO TX,437,332
2021-01-10,AUSTIN TX,269,241
2021-01-10,All Other Suddenlink DMA Total,665,580
2021-01-10,BLUEFIELD-BECKLEY-OAK HILL WV,226,184
2021-01-10,CHARLESTON-HUNTINGTON WV,541,434
2021-01-10,DALLAS-FT WORTH TX,466,425
2021-01-10,EUREKA CA,170,134
2021-01-10,GREENVILLE-NEW BERN-WASH NC,495,412
2021-01-10,HOUSTON TX,515,440
2021-01-10,JONESBORO AR,179,139
2021-01-10,LAKE CHARLES LA,273,233
2021-01-10,LITTLE ROCK AR,365,315
2021-01-10,LUBBOCK TX,384,295
2021-01-10,MONROE-EL DORADO LA-AR,133,110
2021-01-10,ODESSA-MIDLAND TX,248,214
2021-01-10,OKLAHOMA CITY OK,358,296
2021-01-10,PARKERSBURG WV,112,94
2021-01-10,PHOENIX AZ,575,516
2021-01-10,RALEIGH-DURHAM NC,135,119
2021-01-10,SAN ANGELO TX,201,157
2021-01-10,SHREVEPORT LA,327,285
2021-01-10,SPRINGFIELD MO,210,175
2021-01-10,ST JOSEPH MO,95,70
2021-01-10,TULSA OK,110,89
2021-01-10,TYLER-LONGVIEW TX,624,507
2021-01-10,VICTORIA TX,111,85
2021-01-10,WACO-TEMPLE-BRYAN TX,326,280
2021-01-17,ABILENE-SWEETWATER TX,254,187
2021-01-17,ALEXANDRIA LA,168,142
2021-01-17,AMARILLO TX,369,281
2021-01-17,AUSTIN TX,254,231
2021-01-17,All Other Suddenlink DMA Total,517,454
2021-01-17,BLUEFIELD-BECKLEY-OAK HILL WV,191,152
2021-01-17,CHARLESTON-HUNTINGTON WV,418,343
2021-01-17,DALLAS-FT WORTH TX,443,396
2021-01-17,EUREKA CA,110,90
2021-01-17,GREENVILLE-NEW BERN-WASH NC,426,345
2021-01-17,HOUSTON TX,512,444
2021-01-17,JONESBORO AR,179,145
2021-01-17,LAKE CHARLES LA,239,200
2021-01-17,LITTLE ROCK AR,331,282
2021-01-17,LUBBOCK TX,375,300
2021-01-17,MONROE-EL DORADO LA-AR,110,94
2021-01-17,ODESSA-MIDLAND TX,213,167
2021-01-17,OKLAHOMA CITY OK,257,219
2021-01-17,PARKERSBURG WV,85,67
2021-01-17,PHOENIX AZ,513,451
2021-01-17,RALEIGH-DURHAM NC,101,92
2021-01-17,SAN ANGELO TX,211,162
2021-01-17,SHREVEPORT LA,257,224
2021-01-17,SPRINGFIELD MO,193,171
2021-01-17,ST JOSEPH MO,87,74
2021-01-17,TULSA OK,82,67
2021-01-17,TYLER-LONGVIEW TX,561,470
2021-01-17,VICTORIA TX,81,58
2021-01-17,WACO-TEMPLE-BRYAN TX,542,487
2021-01-24,ABILENE-SWEETWATER TX,309,228
2021-01-24,ALEXANDRIA LA,211,164
2021-01-24,AMARILLO TX,400,302
2021-01-24,AUSTIN TX,295,264
2021-01-24,All Other Suddenlink DMA Total,608,532
2021-01-24,BLUEFIELD-BECKLEY-OAK HILL WV,202,159
2021-01-24,CHARLESTON-HUNTINGTON WV,512,419
2021-01-24,DALLAS-FT WORTH TX,417,367
2021-01-24,EUREKA CA,133,114
2021-01-24,GREENVILLE-NEW BERN-WASH NC,454,375
2021-01-24,HOUSTON TX,576,493
2021-01-24,JONESBORO AR,188,148
2021-01-24,LAKE CHARLES LA,279,233
2021-01-24,LITTLE ROCK AR,328,258
2021-01-24,LUBBOCK TX,502,405
2021-01-24,MONROE-EL DORADO LA-AR,119,92
2021-01-24,ODESSA-MIDLAND TX,297,258
2021-01-24,OKLAHOMA CITY OK,284,221
2021-01-24,PARKERSBURG WV,99,70
2021-01-24,PHOENIX AZ,436,377
2021-01-24,RALEIGH-DURHAM NC,92,81
2021-01-24,SAN ANGELO TX,259,213
2021-01-24,SHREVEPORT LA,266,227
2021-01-24,SPRINGFIELD MO,217,190
2021-01-24,ST JOSEPH MO,101,79
2021-01-24,TULSA OK,110,87
2021-01-24,TYLER-LONGVIEW TX,609,473
2021-01-24,VICTORIA TX,139,102
2021-01-24,WACO-TEMPLE-BRYAN TX,440,373
2021-01-31,ABILENE-SWEETWATER TX,303,233
2021-01-31,ALEXANDRIA LA,235,187
2021-01-31,AMARILLO TX,486,345
2021-01-31,AUSTIN TX,312,275
2021-01-31,All Other Suddenlink DMA Total,629,528
2021-01-31,BLUEFIELD-BECKLEY-OAK HILL WV,188,145
2021-01-31,CHARLESTON-HUNTINGTON WV,488,380
2021-01-31,DALLAS-FT WORTH TX,408,359
2021-01-31,EUREKA CA,117,89
2021-01-31,GREENVILLE-NEW BERN-WASH NC,458,364
2021-01-31,HOUSTON TX,538,447
2021-01-31,JONESBORO AR,184,134
2021-01-31,LAKE CHARLES LA,356,296
2021-01-31,LITTLE ROCK AR,294,242
2021-01-31,LUBBOCK TX,421,310
2021-01-31,MONROE-EL DORADO LA-AR,122,101
2021-01-31,ODESSA-MIDLAND TX,267,219
2021-01-31,OKLAHOMA CITY OK,271,215
2021-01-31,PARKERSBURG WV,108,83
2021-01-31,PHOENIX AZ,486,409
2021-01-31,RALEIGH-DURHAM NC,145,113
2021-01-31,SAN ANGELO TX,234,166
2021-01-31,SHREVEPORT LA,314,255
2021-01-31,SPRINGFIELD MO,240,201
2021-01-31,ST JOSEPH MO,128,97
2021-01-31,TULSA OK,107,91
2021-01-31,TYLER-LONGVIEW TX,658,505
2021-01-31,VICTORIA TX,109,66
2021-01-31,WACO-TEMPLE-BRYAN TX,345,275
2021-02-07,ABILENE-SWEETWATER TX,287,221
2021-02-07,ALEXANDRIA LA,199,164
2021-02-07,AMARILLO TX,413,326
2021-02-07,AUSTIN TX,242,218
2021-02-07,All Other Suddenlink DMA Total,564,483
2021-02-07,BLUEFIELD-BECKLEY-OAK HILL WV,188,149
2021-02-07,CHARLESTON-HUNTINGTON WV,419,341
2021-02-07,DALLAS-FT WORTH TX,341,294
2021-02-07,EUREKA CA,151,128
2021-02-07,GREENVILLE-NEW BERN-WASH NC,463,382
2021-02-07,HOUSTON TX,474,415
2021-02-07,JONESBORO AR,147,107
2021-02-07,LAKE CHARLES LA,267,215
2021-02-07,LITTLE ROCK AR,314,257
2021-02-07,LUBBOCK TX,370,288
2021-02-07,MONROE-EL DORADO LA-AR,111,95
2021-02-07,ODESSA-MIDLAND TX,213,176
2021-02-07,OKLAHOMA CITY OK,188,154
2021-02-07,PARKERSBURG WV,108,80
2021-02-07,PHOENIX AZ,424,370
2021-02-07,RALEIGH-DURHAM NC,113,87
2021-02-07,SAN ANGELO TX,164,129
2021-02-07,SHREVEPORT LA,287,237
2021-02-07,SPRINGFIELD MO,140,120
2021-02-07,ST JOSEPH MO,77,59
2021-02-07,TULSA OK,91,75
2021-02-07,TYLER-LONGVIEW TX,597,485
2021-02-07,VICTORIA TX,106,77
2021-02-07,WACO-TEMPLE-BRYAN TX,299,244
2021-02-14,ABILENE-SWEETWATER TX,125,100
2021-02-14,ALEXANDRIA LA,70,58
2021-02-14,AMARILLO TX,318,239
2021-02-14,AUSTIN TX,55,51
2021-02-14,All Other Suddenlink DMA Total,302,254
2021-02-14,BLUEFIELD-BECKLEY-OAK HILL WV,142,118
2021-02-14,CHARLESTON-HUNTINGTON WV,343,285
2021-02-14,DALLAS-FT WORTH TX,127,107
2021-02-14,EUREKA CA,183,143
2021-02-14,GREENVILLE-NEW BERN-WASH NC,349,267
2021-02-14,HOUSTON TX,207,167
2021-02-14,JONESBORO AR,54,44
2021-02-14,LAKE CHARLES LA,123,93
2021-02-14,LITTLE ROCK AR,66,56
2021-02-14,LUBBOCK TX,297,222
2021-02-14,MONROE-EL DORADO LA-AR,5,5
2021-02-14,ODESSA-MIDLAND TX,115,102
2021-02-14,OKLAHOMA CITY OK,102,72
2021-02-14,PARKERSBURG WV,82,69
2021-02-14,PHOENIX AZ,414,354
2021-02-14,RALEIGH-DURHAM NC,99,82
2021-02-14,SAN ANGELO TX,103,83
2021-02-14,SHREVEPORT LA,23,20
2021-02-14,SPRINGFIELD MO,92,80
2021-02-14,ST JOSEPH MO,76,53
2021-02-14,TULSA OK,38,31
2021-02-14,TYLER-LONGVIEW TX,130,103
2021-02-14,VICTORIA TX,58,44
2021-02-14,WACO-TEMPLE-BRYAN TX,113,84
2021-02-21,ABILENE-SWEETWATER TX,328,245
2021-02-21,ALEXANDRIA LA,185,157
2021-02-21,AMARILLO TX,422,320
2021-02-21,AUSTIN TX,357,327
2021-02-21,All Other Suddenlink DMA Total,638,562
2021-02-21,BLUEFIELD-BECKLEY-OAK HILL WV,211,166
2021-02-21,CHARLESTON-HUNTINGTON WV,453,364
2021-02-21,DALLAS-FT WORTH TX,467,410
2021-02-21,EUREKA CA,205,157
2021-02-21,GREENVILLE-NEW BERN-WASH NC,401,307
2021-02-21,HOUSTON TX,573,483
2021-02-21,JONESBORO AR,177,148
2021-02-21,LAKE CHARLES LA,363,324
2021-02-21,LITTLE ROCK AR,352,277
2021-02-21,LUBBOCK TX,451,357
2021-02-21,MONROE-EL DORADO LA-AR,117,94
2021-02-21,ODESSA-MIDLAND TX,235,180
2021-02-21,OKLAHOMA CITY OK,309,255
2021-02-21,PARKERSBURG WV,120,101
2021-02-21,PHOENIX AZ,512,450
2021-02-21,RALEIGH-DURHAM NC,128,107
2021-02-21,SAN ANGELO TX,271,209
2021-02-21,SHREVEPORT LA,371,302
2021-02-21,SPRINGFIELD MO,271,230
2021-02-21,ST JOSEPH MO,107,83
2021-02-21,TULSA OK,102,85
2021-02-21,TYLER-LONGVIEW TX,662,515
2021-02-21,VICTORIA TX,99,67
2021-02-21,WACO-TEMPLE-BRYAN TX,308,241
2021-02-28,ABILENE-SWEETWATER TX,346,256
2021-02-28,ALEXANDRIA LA,249,206
2021-02-28,AMARILLO TX,488,362
2021-02-28,AUSTIN TX,361,321
2021-02-28,All Other Suddenlink DMA Total,653,556
2021-02-28,BLUEFIELD-BECKLEY-OAK HILL WV,209,163
2021-02-28,CHARLESTON-HUNTINGTON WV,490,385
2021-02-28,DALLAS-FT WORTH TX,470,411
2021-02-28,EUREKA CA,166,121
2021-02-28,GREENVILLE-NEW BERN-WASH NC,506,401
2021-02-28,HOUSTON TX,632,542
2021-02-28,JONESBORO AR,231,170
2021-02-28,LAKE CHARLES LA,274,208
2021-02-28,LITTLE ROCK AR,356,289
2021-02-28,LUBBOCK TX,480,340
2021-02-28,MONROE-EL DORADO LA-AR,154,121
2021-02-28,ODESSA-MIDLAND TX,326,249
2021-02-28,OKLAHOMA CITY OK,297,240
2021-02-28,PARKERSBURG WV,131,106
2021-02-28,PHOENIX AZ,536,457
2021-02-28,RALEIGH-DURHAM NC,119,89
2021-02-28,SAN ANGELO TX,281,198
2021-02-28,SHREVEPORT LA,318,260
2021-02-28,SPRINGFIELD MO,247,207
2021-02-28,ST JOSEPH MO,162,119
2021-02-28,TULSA OK,116,92
2021-02-28,TYLER-LONGVIEW TX,784,611
2021-02-28,VICTORIA TX,133,96
2021-02-28,WACO-TEMPLE-BRYAN TX,364,282
2021-03-07,ABILENE-SWEETWATER TX,301,238
2021-03-07,ALEXANDRIA LA,255,204
2021-03-07,AMARILLO TX,469,366
2021-03-07,AUSTIN TX,325,292
2021-03-07,All Other Suddenlink DMA Total,558,481
2021-03-07,BLUEFIELD-BECKLEY-OAK HILL WV,190,150
2021-03-07,CHARLESTON-HUNTINGTON WV,518,413
2021-03-07,DALLAS-FT WORTH TX,493,446
2021-03-07,EUREKA CA,203,167
2021-03-07,GREENVILLE-NEW BERN-WASH NC,420,352
2021-03-07,HOUSTON TX,534,463
2021-03-07,JONESBORO AR,245,193
2021-03-07,LAKE CHARLES LA,264,225
2021-03-07,LITTLE ROCK AR,363,309
2021-03-07,LUBBOCK TX,411,319
2021-03-07,MONROE-EL DORADO LA-AR,121,92
2021-03-07,ODESSA-MIDLAND TX,296,244
2021-03-07,OKLAHOMA CITY OK,273,219
2021-03-07,PARKERSBURG WV,102,79
2021-03-07,PHOENIX AZ,449,389
2021-03-07,RALEIGH-DURHAM NC,160,140
2021-03-07,SAN ANGELO TX,249,191
2021-03-07,SHREVEPORT LA,333,281
2021-03-07,SPRINGFIELD MO,242,213
2021-03-07,ST JOSEPH MO,136,102
2021-03-07,TULSA OK,108,92
2021-03-07,TYLER-LONGVIEW TX,688,547
2021-03-07,VICTORIA TX,127,92
2021-03-07,WACO-TEMPLE-BRYAN TX,329,263
2021-03-14,ABILENE-SWEETWATER TX,327,255
2021-03-14,ALEXANDRIA LA,233,198
2021-03-14,AMARILLO TX,474,367
2021-03-14,AUSTIN TX,395,355
2021-03-14,All Other Suddenlink DMA Total,625,546
2021-03-14,BLUEFIELD-BECKLEY-OAK HILL WV,238,191
2021-03-14,CHARLESTON-HUNTINGTON WV,539,436
2021-03-14,DALLAS-FT WORTH TX,501,451
2021-03-14,EUREKA CA,179,146
2021-03-14,GREENVILLE-NEW BERN-WASH NC,476,384
2021-03-14,HOUSTON TX,632,549
2021-03-14,JONESBORO AR,235,198
2021-03-14,LAKE CHARLES LA,260,220
2021-03-14,LITTLE ROCK AR,375,319
2021-03-14,LUBBOCK TX,401,311
2021-03-14,MONROE-EL DORADO LA-AR,137,116
2021-03-14,ODESSA-MIDLAND TX,284,231
2021-03-14,OKLAHOMA CITY OK,311,250
2021-03-14,PARKERSBURG WV,94,78
2021-03-14,PHOENIX AZ,509,455
2021-03-14,RALEIGH-DURHAM NC,177,156
2021-03-14,SAN ANGELO TX,209,149
2021-03-14,SHREVEPORT LA,311,267
2021-03-14,SPRINGFIELD MO,256,210
2021-03-14,ST JOSEPH MO,138,102
2021-03-14,TULSA OK,115,105
2021-03-14,TYLER-LONGVIEW TX,735,599
2021-03-14,VICTORIA TX,138,105
2021-03-14,WACO-TEMPLE-BRYAN TX,345,273
2021-03-21,ABILENE-SWEETWATER TX,340,267
2021-03-21,ALEXANDRIA LA,239,195
2021-03-21,AMARILLO TX,455,356
2021-03-21,AUSTIN TX,377,339
2021-03-21,All Other Suddenlink DMA Total,706,627
2021-03-21,BLUEFIELD-BECKLEY-OAK HILL WV,238,194
2021-03-21,CHARLESTON-HUNTINGTON WV,521,419
2021-03-21,DALLAS-FT WORTH TX,551,493
2021-03-21,EUREKA CA,153,127
2021-03-21,GREENVILLE-NEW BERN-WASH NC,521,432
2021-03-21,HOUSTON TX,598,516
2021-03-21,JONESBORO AR,195,158
2021-03-21,LAKE CHARLES LA,388,324
2021-03-21,LITTLE ROCK AR,385,324
2021-03-21,LUBBOCK TX,453,356
2021-03-21,MONROE-EL DORADO LA-AR,123,98
2021-03-21,ODESSA-MIDLAND TX,348,293
2021-03-21,OKLAHOMA CITY OK,292,246
2021-03-21,PARKERSBURG WV,114,87
2021-03-21,PHOENIX AZ,490,429
2021-03-21,RALEIGH-DURHAM NC,184,153
2021-03-21,SAN ANGELO TX,309,249
2021-03-21,SHREVEPORT LA,330,280
2021-03-21,SPRINGFIELD MO,293,261
2021-03-21,ST JOSEPH MO,175,135
2021-03-21,TULSA OK,127,103
2021-03-21,TYLER-LONGVIEW TX,731,600
2021-03-21,VICTORIA TX,178,132
2021-03-21,WACO-TEMPLE-BRYAN TX,326,263
2021-03-28,ABILENE-SWEETWATER TX,331,232
2021-03-28,ALEXANDRIA LA,249,200
2021-03-28,AMARILLO TX,449,314
2021-03-28,AUSTIN TX,375,337
2021-03-28,All Other Suddenlink DMA Total,635,517
2021-03-28,BLUEFIELD-BECKLEY-OAK HILL WV,221,170
2021-03-28,CHARLESTON-HUNTINGTON WV,550,440
2021-03-28,DALLAS-FT WORTH TX,594,512
2021-03-28,EUREKA CA,177,142
2021-03-28,GREENVILLE-NEW BERN-WASH NC,492,356
2021-03-28,HOUSTON TX,601,512
2021-03-28,JONESBORO AR,224,170
2021-03-28,LAKE CHARLES LA,264,210
2021-03-28,LITTLE ROCK AR,364,292
2021-03-28,LUBBOCK TX,475,337
2021-03-28,MONROE-EL DORADO LA-AR,140,98
2021-03-28,ODESSA-MIDLAND TX,294,241
2021-03-28,OKLAHOMA CITY OK,295,231
2021-03-28,OTHER,16,14
2021-03-28,PARKERSBURG WV,149,111
2021-03-28,PHOENIX AZ,564,474
2021-03-28,RALEIGH-DURHAM NC,142,122
2021-03-28,SAN ANGELO TX,265,203
2021-03-28,SHREVEPORT LA,345,279
2021-03-28,SPRINGFIELD MO,250,213
2021-03-28,ST JOSEPH MO,141,93
2021-03-28,TULSA OK,104,80
2021-03-28,TYLER-LONGVIEW TX,672,517
2021-03-28,VICTORIA TX,162,124
2021-03-28,WACO-TEMPLE-BRYAN TX,329,244
2021-04-04,ABILENE-SWEETWATER TX,321,244
2021-04-04,ALEXANDRIA LA,234,183
2021-04-04,AMARILLO TX,426,311
2021-04-04,AUSTIN TX,359,326
2021-04-04,All Other Suddenlink DMA Total,591,485
2021-04-04,BLUEFIELD-BECKLEY-OAK HILL WV,187,143
2021-04-04,CHARLESTON-HUNTINGTON WV,513,406
2021-04-04,DALLAS-FT WORTH TX,503,437
2021-04-04,EUREKA CA,131,98
2021-04-04,GREENVILLE-NEW BERN-WASH NC,483,381
2021-04-04,HOUSTON TX,664,571
2021-04-04,JONESBORO AR,204,167
2021-04-04,LAKE CHARLES LA,245,197
2021-04-04,LITTLE ROCK AR,381,314
2021-04-04,LUBBOCK TX,465,372
2021-04-04,MONROE-EL DORADO LA-AR,169,137
2021-04-04,ODESSA-MIDLAND TX,271,224
2021-04-04,OKLAHOMA CITY OK,260,214
2021-04-04,OTHER,14,13
2021-04-04,PARKERSBURG WV,104,86
2021-04-04,PHOENIX AZ,564,487
2021-04-04,RALEIGH-DURHAM NC,83,68
2021-04-04,SAN ANGELO TX,241,193
2021-04-04,SHREVEPORT LA,310,254
2021-04-04,SPRINGFIELD MO,275,231
2021-04-04,ST JOSEPH MO,138,93
2021-04-04,TULSA OK,111,91
2021-04-04,TYLER-LONGVIEW TX,685,556
2021-04-04,VICTORIA TX,125,96
2021-04-04,WACO-TEMPLE-BRYAN TX,313,261
2021-04-11,ABILENE-SWEETWATER TX,304,232
2021-04-11,ALEXANDRIA LA,195,153
2021-04-11,AMARILLO TX,437,343
2021-04-11,AUSTIN TX,362,322
2021-04-11,All Other Suddenlink DMA Total,684,582
2021-04-11,BLUEFIELD-BECKLEY-OAK HILL WV,179,144
2021-04-11,CHARLESTON-HUNTINGTON WV,432,354
2021-04-11,DALLAS-FT WORTH TX,465,411
2021-04-11,EUREKA CA,126,98
2021-04-11,GREENVILLE-NEW BERN-WASH NC,464,374
2021-04-11,HOUSTON TX,516,444
2021-04-11,JONESBORO AR,194,147
2021-04-11,LAKE CHARLES LA,215,159
2021-04-11,LITTLE ROCK AR,337,268
2021-04-11,LUBBOCK TX,417,333
